Ingr,Match,Score
from a round rustic bread,"garlic bread, from frozen",0.4472135954999579
Whole-wheat crackers,"crackers, wheat",0.8164965809277259
passionfruit puree,"yogurt, whole milk, baby food, with fruit and multigrain cereal puree, nfs",0.20412414523193148
ready-made sugar cookie dough,"cookie, sugar wafer",0.5163977794943222
large eye lamb racks,"lamb hocks, cooked",0.2886751345948129
Italian dry Genoa salami,"salami, nfs",0.35355339059327373
from about 1 dozen eggs,"cheeseburger, from fast food, 1 small patty",0.33806170189140655
Saltine crackers,"crackers, multigrain",0.4999999999999999
salsify,"salsify, cooked",0.7071067811865475
turkey meatballs,"turkey, ground",0.4999999999999999
Spanish goat cheese,"cheese, goat",0.8164965809277259
marshmallow candies,marshmallow,0.7071067811865475
banana,banana split,0.7071067811865475
habanero powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
Urfa pepper,pepper steak,0.4999999999999999
whole-wheat white flour,"bread, white with whole wheat swirl",0.6123724356957946
Korean chili flakes,"cereal, rice flakes",0.33333333333333337
potato-cheese pierogies,potato and cheese soup,0.5773502691896258
whole wheat graham crackers,graham crackers,0.7071067811865475
Thai fish sauce,fish sauce,0.8164965809277259
Vanilla or coconut ice cream,ice cream cake,0.5163977794943222
deli corned beef,corned beef sandwich,0.6666666666666667
seasoned salt,"salt pork, cooked",0.40824829046386296
hearts of romaine,cream of rye,0.33333333333333337
regular milk,coconut milk,0.4999999999999999
Mexican-style chorizo sausage,chorizo,0.5
broccoli spears,fried broccoli,0.4999999999999999
tail-on shrimp,shrimp scampi,0.40824829046386296
biscuit dough,"biscuit, from refrigerated dough",0.7071067811865475
orange slices,"orange, raw",0.4999999999999999
pork chops,pork sausage,0.4999999999999999
dense country white bread,"bread, white",0.7071067811865475
star anise powder,nutritional powder mix (eas whey protein powder),0.3849001794597505
stale hamburger buns,hamburger (mcdonalds),0.40824829046386296
long-grain and wild rice mix,"flavored rice, brown and wild",0.5477225575051661
rolled quick oats,"oats, raw",0.40824829046386296
Cottonseed oil,cottonseed oil,0.4999999999999999
Dessert sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
Calabrian hot pepper paste,hot pepper sauce,0.5773502691896258
ripe starter,"ripe plantain, raw",0.40824829046386296
country sandwich bread,"tuna salad sandwich, on bread",0.5163977794943222
Flamed orange twist,"orange, raw",0.40824829046386296
fennel sausage,pickled sausage,0.4999999999999999
wild salmon,"salmon, smoked",0.4999999999999999
chayote squash,"pie, squash",0.4999999999999999
Granny Smith or Golden Delicious apples,"cabbage salad or coleslaw with apples and/or raisins, with dressing",0.31622776601683794
Slice of lemon,"lemon, raw",0.40824829046386296
Parmesan croutons,croutons,0.7071067811865475
double-cream brie,"cream, heavy",0.40824829046386296
Mandarin orange segments,"orange, raw",0.40824829046386296
chunky cranberry sauce,cranberry sauce,0.8164965809277259
St. Louis Style/Country Style pork ribs,pork sausage,0.2357022603955158
cheddar,"cheese, cheddar",0.7071067811865475
jumbo lump crabmeat,"sugar, white, granulated or lump",0.2581988897471611
rascasse fish,fish chowder,0.4999999999999999
whole grain baguettes,"muffin, whole grain",0.6666666666666667
pattypan squash,"pie, squash",0.4999999999999999
log almond paste,almond paste,0.8164965809277259
tequila,tequila,1.0
giardiniera mix,"snack mix, plain (chex mix)",0.5345224838248487
red chili flakes,"sangria, red",0.40824829046386296
applesauce,"applesauce, flavored",0.7071067811865475
Italian-style bread,"bread, lard, puerto rican style",0.5163977794943222
trout roe,"roe, sturgeon",0.4999999999999999
dry cherry brandy,brandy,0.5773502691896258
ramen spice seasoning,"danish pastry, plain or spice",0.2581988897471611
sea urchin roe,"roe, sturgeon",0.40824829046386296
fluffy white frosting,"bread, white",0.40824829046386296
Ham cooking juices,"coconut milk, used in cooking",0.2581988897471611
blanched almonds,"almonds, nfs",0.4999999999999999
from about a 3-pound bird),"bread, white, made from home recipe or purchased at a bakery",0.2461829819586655
"lobster""","lobster, canned",0.7071067811865475
Baked tortilla chips,"tortilla chips, flavored",0.6666666666666667
chocolate bar,"cookie, bar, with chocolate",0.7071067811865475
garlic puree,garlic sauce,0.4999999999999999
sesame Kaiser rolls,sesame oil,0.40824829046386296
round French bread,"bread, potato",0.40824829046386296
strawberry extract,"strawberry juice, 100%",0.40824829046386296
pretzel chocolate candies,m&m's pretzel chocolate candies,0.6123724356957945
liquid cheese spread,"cheese spread, cream cheese, light",0.6546536707079772
chipotle peppers in adobo,"peppers, pickled",0.35355339059327373
pure cane granulated sugar,sugar cane beverage,0.5773502691896258
paillettes de feuilletine,"salsa, pico de gallo",0.2886751345948129
groundnut oil,cottonseed oil,0.4999999999999999
sour cherry,"cobbler, cherry",0.4999999999999999
lime juice (from 4 limes,"lime juice, 100%, freshly squeezed",0.3999999999999999
split pigeon peas,"split peas, from dried, fat added",0.47140452079103173
potato slider buns,"bread, potato",0.40824829046386296
red curry paste,chicken curry,0.40824829046386296
Sunny's Baked Pineapple Rice,reese's sticks,0.2581988897471611
wagyu strip steak,steak teriyaki,0.40824829046386296
rosemary ciabatta rolls,pizza rolls,0.40824829046386296
pisco brandy,brandy,0.7071067811865475
"pine, and corn nuts",pine nuts,0.7071067811865475
farmhouse Cheddar cheese,"cheese, processed cheese food",0.47140452079103173
Chipotle hot sauce,hot pepper sauce,0.6666666666666667
manicotti shells,"manicotti, cheese-filled, no sauce",0.31622776601683794
Micro-greens,"mustard greens, raw",0.40824829046386296
corkscrew-shaped pasta,flavored pasta,0.40824829046386296
a hint of vanilla,"gelato, vanilla",0.35355339059327373
manicotti,"manicotti, cheese-filled, no sauce",0.4472135954999579
buttermilk-style frozen pancakes,"pancakes, plain, from frozen",0.5
fine graham cracker crumbs,"pie shell, graham cracker",0.5
dried Chinese noodles,"tamarind, dried",0.40824829046386296
stir-fry,"asian stir fry vegetables, cooked, fat added",0.5345224838248487
dates,"cereal (post great grains raisins, dates, and pecans)",0.35355339059327373
lobster rolls,"lobster, canned",0.4999999999999999
Drizzle of honey,honey,0.5773502691896258
regular coffee,"coffee, brewed, blend of regular and decaffeinated",0.5345224838248487
Italian seasoned bread crumbs,"bread, potato",0.35355339059327373
Granny Smith and Golden Delicious,"ham and cheese sandwich, with lettuce and spread",0.28284271247461895
medjool dates,"cereal (post great grains raisins, dates, and pecans)",0.24999999999999994
raw broccoli florets,"broccoli, raw",0.8164965809277259
seeds,mixed seeds,0.7071067811865475
all-purposeflour,"marmalade, all flavors",0.40824829046386296
provolone picante cheese,"cheese, provolone",0.8164965809277259
Hatch chiles,"chiles rellenos, cheese-filled",0.35355339059327373
domed green jelly candy,"jelly sandwich, regular jelly, nfs",0.3779644730092272
Smucker's® Apricot Preserves,reese's sticks,0.2886751345948129
Anise liqueur,liqueur with cream,0.40824829046386296
serrano chiles,"pepper, serrano, raw",0.40824829046386296
angel food cake,"cake, angel food, without icing or filling",0.6546536707079772
from 1/2 orange,"cheeseburger, from fast food, 1 small patty",0.3779644730092272
jalapenos chiles,"chiles rellenos, cheese-filled",0.35355339059327373
teleme cheese,"cheese, processed cheese food",0.5773502691896258
dulce de leche sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.36380343755449945
malt balls,nonalcoholic malt beverage,0.40824829046386296
pepper jack,pepper steak,0.4999999999999999
roasted red bell pepper strips,"pepper, sweet, red, raw",0.4472135954999579
lychee fruit,lychee,0.7071067811865475
seasoned rice vinegar,vinegar,0.5773502691896258
sausage casings,pickled sausage,0.4999999999999999
elderflower juice,"fruit juice blend, 100% juice",0.5345224838248487
beech mushrooms,"mushrooms, raw",0.4999999999999999
Ras el hanout,"cake, quezadilla, el salvadorian style",0.2581988897471611
American salad blend,shrimp salad,0.40824829046386296
Cap'n Crunch,milk 'n cereal bar,0.2886751345948129
Chilean sea bass,"sea bass, pickled",0.6666666666666667
Whipped cream mixture,"cream, heavy",0.40824829046386296
orange Pekoe tea bags,"orange, raw",0.35355339059327373
wine vinaigrette,"wine, light",0.4999999999999999
citrus floral notes,"fruit juice drink, citrus, carbonated",0.2581988897471611
80% meat,"knish, meat",0.4999999999999999
wild mushrooms,"mushrooms, raw",0.4999999999999999
stale bread,"bread, potato",0.4999999999999999
ancho chile peppers,"peppers, pickled",0.40824829046386296
plum tomato sauce,tomato chili sauce,0.6666666666666667
paella spice blend,"paella, nfs",0.40824829046386296
adobo all-purpose seasoning,"marmalade, all flavors",0.2886751345948129
Yummy Slice-and-Bake Cookies,"ham and cheese sandwich, with lettuce and spread",0.28284271247461895
McIntosh or Braeburn apples,"cabbage salad or coleslaw with apples and/or raisins, with dressing",0.3872983346207417
Pan drippings,animal fat or drippings,0.35355339059327373
Rock candy sticks,date candy,0.40824829046386296
Mexican-style potato chips,sweet potato chips,0.5773502691896258
Wisconsin Cheddar cheese,"cheese, processed cheese food",0.47140452079103173
harissa spice,"danish pastry, plain or spice",0.31622776601683794
lobster meat,"lobster, canned",0.4999999999999999
sesame seed buns,sesame oil,0.40824829046386296
Zinfandel wine,"wine, light",0.4999999999999999
big deli pickles,"pickles, sweet",0.40824829046386296
Dungeness crab meat,macaroni or pasta salad with crab meat,0.4364357804719848
pork bacon,"pork bacon, smoked or cured, cooked",0.5773502691896258
dill and parsley sprigs,"parsley, raw",0.35355339059327373
Italian tomatoes,"tomatoes, scalloped",0.4999999999999999
tomato phyllo cups,tomato aspic,0.40824829046386296
sprigs watercress,"watercress, raw",0.4999999999999999
Cuban buns,yam buns; puerto rican style,0.31622776601683794
regular marshmallows,"applesauce, regular",0.4999999999999999
split turkey,"turkey, ground",0.4999999999999999
spinach greens,"spinach, creamed",0.4999999999999999
pico de gallo salsa,"salsa, pico de gallo",1.0
artichoke bottoms,"artichoke, raw",0.4999999999999999
all-butter croissants,"fruit butter, all flavors",0.5773502691896258
from about 1 ear of corn,"corn, cooked, from restaurant",0.4082482904638631
pizza-dough balls,dessert pizza,0.40824829046386296
butternut squash chunks,"pie, squash",0.40824829046386296
gem lettuce,"lettuce, cooked",0.4999999999999999
commercial chutney,chutney,0.7071067811865475
a cherry,"cobbler, cherry",0.4999999999999999
alfredo sauce mix,alfredo sauce,0.8164965809277259
maple sugar powder,"sugar substitute, saccharin, powder",0.5773502691896258
chiffonade cilantro leaves,"cilantro, raw",0.40824829046386296
celery seeds,mixed seeds,0.4999999999999999
fresh-flat leaf parsley,"coconut, fresh",0.35355339059327373
Cajun flavored,"martini, flavored",0.4999999999999999
citrus soda,"bread, irish soda",0.40824829046386296
basil pesto,pesto sauce,0.4999999999999999
gumbo file seasoning,lobster gumbo,0.40824829046386296
from a Pullman loaf,salmon loaf,0.35355339059327373
pecan nuts,pine nuts,0.4999999999999999
powdered creamer,"coffee creamer, nfs",0.40824829046386296
beef oxtails,"beef, oxtails, cooked",0.8164965809277259
jam,"jam, preserve, all flavors",0.5
Bacon bits,bacon bits,0.4999999999999999
onion salt,"bread, onion",0.4999999999999999
sorghum syrup,blueberry syrup,0.4999999999999999
salt-and-vinegar potato chips,sweet potato chips,0.5163977794943222
marinade liquid reserved,"yogurt, liquid",0.40824829046386296
wheat sandwich bread,"bread, puri, wheat",0.6666666666666667
rye whiskey,whiskey,0.7071067811865475
sprinkles,chocolate-flavored sprinkles,0.5773502691896258
baby corn,"corn, creamed, baby food, junior",0.6324555320336759
almond slices,almond butter,0.4999999999999999
loaf peasant bread,"bread, potato",0.40824829046386296
distilled vinegar,vinegar,0.7071067811865475
milk chocolate chunks,chocolate milk drink,0.6666666666666667
golden delicious apple,"crisp, apple, apple dessert",0.47140452079103173
plain croutons,croutons,0.7071067811865475
dried rice noodles,"rice noodles, cooked",0.6666666666666667
can,"cheese spread, pressurized can",0.5
Mexican style tomatoes,"tomatoes, scalloped",0.40824829046386296
clam-tomato juice,"tomato juice, 100%",0.6666666666666667
lemonade powdered drink mix,"lemonade, fruit flavored drink",0.5
Manzanilla olives,"olives, stuffed",0.4999999999999999
lemon-herb chicken sauce mix,lemon-butter sauce,0.5163977794943222
firm Bartlett pears,"pears, baby food, strained",0.2886751345948129
cream corn,"corn soup, cream of, prepared with milk",0.5345224838248487
salmon filet,"salmon, smoked",0.4999999999999999
cardamom seeds,mixed seeds,0.4999999999999999
Savoy cabbage,"cabbage, chinese, raw",0.40824829046386296
malt vinegar,vinegar,0.7071067811865475
Passion fruit wedges,"fruit, pickled",0.40824829046386296
Cuban rolls,pizza rolls,0.4999999999999999
baker's yeast,yeast,0.5773502691896258
smoked pork sausage links,pork sausage rice links,0.75
tomatillo salsa,"salsa verde or salsa, green",0.5345224838248487
honeycomb,cereal (post honeycomb),0.5773502691896258
paper liners,rice paper,0.4999999999999999
dill deli-style pickles,"pickles, dill",0.7071067811865475
sour dough,"bread, sour dough",0.8164965809277259
albacore tuna in oil,"tuna, canned, oil pack",0.5
Orange marmalade,"marmalade, all flavors",0.40824829046386296
Korean chile flakes,"cereal, rice flakes",0.33333333333333337
cherry soda,"cobbler, cherry",0.4999999999999999
pork sirloin chops,pork sausage,0.40824829046386296
graham cracker crumbs,"pie shell, graham cracker",0.5773502691896258
bay leaves,"taro leaves, cooked",0.40824829046386296
vegan margarine,"margarine, stick",0.4999999999999999
lemon juice (from 1 lemon,"lemon, raw",0.5345224838248487
habanero chile,"enchilada with meat, red-chile or enchilada sauce",0.22360679774997896
rib or loin pork chops,ham or pork salad,0.4472135954999579
farm spinach,"spinach, creamed",0.4999999999999999
jalapeno vodka,vodka,0.7071067811865475
microwave cornbread,cornbread stuffing,0.4999999999999999
basil leaf,"basil, raw",0.4999999999999999
cob corn,corn oil,0.4999999999999999
bass,"sea bass, pickled",0.5773502691896258
seasoned flour,"tortilla, flour",0.4999999999999999
Meat from 5 lobster tails,"lobster, canned",0.31622776601683794
Dubliner cheddar cheese,"cheese, cheddar",0.8164965809277259
yellow squash chunks,"summer squash, yellow, raw",0.5773502691896258
Chocolate covered candies,"fondant, chocolate covered",0.33333333333333337
diet orange soda,"soft drink, cream soda, diet",0.5163977794943222
